order_id,customer_id,order_date,order_amount,order_status
101630,573,2025-04-11,1568.34,Completed
101631,991,2024-06-08,1938.65,Cancelled
101632,63,2026-02-11,702.11,Completed
101633,553,2025-06-10,2459.04,Completed
101634,170,2024-10-22,3637.09,Completed
101635,547,2024-01-03,420.88,Completed
101636,638,2025-07-09,1002.55,Completed
101637,818,2025-11-16,3998.34,Completed
101638,559,2025-02-16,2295.3,Cancelled
101639,177,2026-05-31,1024.98,Completed
101640,919,2024-07-09,2903.08,Completed
101641,401,2026-01-04,1223.29,Completed
101642,473,2025-04-27,1543.89,Completed
101643,642,2024-11-01,858.57,Completed
101644,263,2024-10-07,1819.9,Completed
101645,988,2025-03-13,3488.98,Completed
101646,47,2024-03-19,1319.71,Completed
101647,154,2025-09-25,2738.29,Pending
101648,991,2025-02-01,1742.54,Cancelled
101649,446,2025-10-24,3629.67,Completed
101650,900,2025-05-16,1332.17,Completed
101651,911,2026-08-09,4945.85,Completed
101652,991,2024-03-21,2803.36,Completed
101653,731,2025-04-24,2109.38,Completed
101654,682,2025-06-05,2160.02,Completed
101655,616,2024-08-30,1330.49,Completed
101656,683,2025-10-16,1275.98,Completed
101657,255,2024-12-18,2134.46,Cancelled
101658,823,2026-01-12,825.81,Completed
101659,184,2026-06-16,1217.36,Completed
101660,473,2026-04-10,978.8,Pending
101661,368,2025-09-07,2610.31,Completed
101662,765,2025-11-29,2636.24,Completed
101663,253,2026-04-20,4103.63,Completed
101664,204,2026-08-12,1448.11,Completed
101665,816,2025-12-05,1064.75,Completed
101666,479,2026-06-07,692.63,Completed
101667,725,2026-07-28,2146.64,Completed
101668,886,2024-06-20,4462.47,Completed
101669,845,2025-05-02,1714.79,Completed
101670,397,2024-12-13,1831.43,Completed
101671,170,2026-07-13,1792.74,Completed
101672,962,2025-12-24,2123.13,Completed
101673,302,2026-05-11,3441.37,Completed
101674,773,2024-12-06,6266.76,Pending
101675,771,2026-03-31,2488.51,Completed
101676,436,2024-03-20,2597.53,Completed
101677,163,2026-07-02,1540.74,Completed
101678,466,2024-08-11,1678.18,Completed
101679,145,2025-05-26,1663.52,Completed
101680,345,2025-11-27,1418.77,Completed
101681,376,2025-12-23,1955.56,Completed
101682,516,2024-07-25,2701.9,Pending
101683,184,2025-06-24,1875.92,Completed
101684,855,2025-05-31,1499.98,Completed
101685,80,2026-01-25,1953.62,Completed
101686,984,2024-11-08,964.52,Completed
101687,304,2026-01-13,3034.23,Completed
101688,481,2025-08-22,1376.07,Completed
101689,883,2026-01-07,849.64,Completed
101690,655,2026-05-01,2430.07,Completed
101691,58,2025-02-20,2509.76,Completed
101692,606,2025-02-24,1029.25,Completed
101693,566,2026-02-13,2699.61,Completed
101694,936,2026-01-30,2717.8,Completed
101695,561,2026-05-02,6497.77,Completed
101696,993,2025-06-19,1544.99,Cancelled
101697,529,2025-09-11,1737.49,Completed
101698,190,2024-02-27,1213.33,Cancelled
101699,502,2025-03-18,2481.03,Completed
101700,922,2024-08-27,1794.62,Completed
101701,20,2026-04-10,3421.03,Completed
101702,396,2024-04-29,1357.6,Completed
101703,51,2026-01-27,2446.1,Completed
101704,851,2026-03-25,1542.17,Completed
101705,506,2025-04-01,543.45,Completed
101706,719,2025-10-12,2707.47,Completed
101707,969,2025-07-18,577.85,Pending
101708,840,2025-11-01,1622.75,Completed
101709,405,2025-10-29,1639.31,Cancelled
101710,938,2024-09-03,1790.23,Pending
101711,466,2025-10-31,1856.21,Completed
101712,978,2026-05-27,1844.38,Completed
101713,981,2024-10-29,2279.11,Completed
101714,218,2024-10-25,1677.18,Completed
101715,783,2024-10-11,9855.11,Cancelled
101716,698,2026-06-06,1440.85,Cancelled
101717,774,2026-05-13,813.09,Completed
101718,167,2024-12-04,719.84,Completed
101719,500,2026-06-30,2761.17,Completed
101720,151,2026-01-10,639.69,Completed
101721,903,2025-01-26,819.92,Completed
101722,881,2026-03-13,746.65,Completed
101723,580,2026-06-07,2422.81,Completed
101724,128,2026-04-25,4274.84,Completed
101725,657,2025-04-02,974.55,Completed
101726,433,2024-07-29,2368.16,Cancelled
101727,791,2024-06-11,324.25,Completed
101728,99,2026-03-16,1109.27,Completed
101729,403,2025-12-14,2662.85,Completed
101730,353,2025-11-20,1469.3,Completed
101731,955,2024-02-14,3434.62,Completed
101732,292,2026-07-28,421.56,Completed
101733,988,2024-04-20,1116.34,Completed
101734,926,2025-07-18,2415.9,Completed
101735,588,2026-07-04,2396.27,Completed
101736,173,2024-08-23,2518.83,Completed
101737,219,2025-05-18,2059.92,Completed
101738,20,2026-03-28,855.65,Completed
101739,779,2024-09-16,1084.76,Completed
101740,731,2024-04-08,8112.75,Cancelled
101741,313,2025-04-12,793.89,Completed
101742,736,2026-02-12,717.25,Completed
101743,577,2025-07-16,2800.27,Cancelled
101744,824,2025-03-06,904.17,Completed
101745,87,2025-09-13,5770.31,Cancelled
101746,195,2024-02-20,10645.92,Completed
101747,815,2024-12-04,1539.07,Completed
101748,361,2026-05-04,2201.04,Cancelled
101749,961,2025-01-11,549.78,Completed
101750,888,2026-07-28,3519.54,Completed
101751,94,2025-06-18,420.07,Completed
101752,400,2026-06-27,753.59,Completed
101753,736,2025-09-01,1944.24,Completed
101754,135,2025-02-11,2569.64,Completed
101755,869,2026-06-15,686.09,Pending
101756,98,2024-09-19,1265.09,Completed
101757,109,2025-01-16,611.26,Completed
101758,542,2025-12-03,1464.8,Completed
101759,245,2026-05-01,1069.61,Completed
101760,640,2024-07-07,1190.75,Completed
101761,387,2026-08-24,2748.56,Completed
101762,269,2025-02-22,2161.51,Pending
101763,846,2024-11-25,2592.33,Completed
101764,159,2024-05-05,1655.01,Completed
101765,485,2024-01-27,2868.51,Completed
101766,168,2025-06-26,1759.4,Completed
101767,136,2025-08-11,1307.85,Completed
101768,201,2024-04-01,2608.19,Completed
101769,255,2026-05-29,1366.92,Completed
101770,409,2024-02-21,1452.98,Completed
101771,461,2026-03-29,3604.42,Cancelled
101772,137,2024-07-10,3390.39,Cancelled
101773,43,2025-10-16,1483.86,Completed
101774,94,2025-10-19,3174.48,Completed
101775,633,2026-02-27,784.25,Cancelled
101776,975,2026-02-26,1489.46,Completed
101777,29,2026-08-17,1104.19,Completed
101778,39,2024-03-25,1797.95,Completed
101779,786,2024-12-21,2901.62,Completed
101780,731,2024-12-19,2583.07,Pending
101781,738,2025-01-01,2364.45,Completed
101782,171,2024-08-20,1968.27,Completed
101783,873,2024-08-15,1622.87,Completed
101784,624,2026-07-27,3929.68,Completed
101785,156,2026-05-24,658.72,Cancelled
101786,114,2025-10-26,1166.94,Completed
101787,604,2025-06-23,2351.66,Cancelled
101788,783,2025-04-07,4859.37,Completed
101789,786,2025-10-25,1437.63,Cancelled
101790,589,2026-04-19,1519.2,Cancelled
101791,513,2025-02-18,778.29,Completed
101792,696,2025-06-07,1265.92,Cancelled
101793,129,2026-06-06,2852.33,Completed
101794,357,2026-06-05,5024.51,Completed
101795,99,2024-08-11,1487.58,Completed
101796,849,2024-08-20,1070.85,Completed
101797,608,2024-07-17,1883.49,Pending
101798,782,2024-01-27,630.18,Completed
101799,491,2025-11-06,4018.53,Completed
101800,933,2025-02-21,808.81,Pending
101801,933,2024-01-31,2207.26,Completed
101802,618,2024-07-17,2186.13,Completed
101803,841,2025-06-01,2706.94,Cancelled
101804,661,2026-03-24,2125.32,Completed
101805,730,2025-10-07,1803.18,Cancelled
101806,245,2025-06-02,2378.28,Completed
101807,982,2024-06-30,3096.69,Completed
101808,182,2024-10-07,5786.24,Completed
101809,695,2026-01-30,879.1,Completed
101810,609,2026-01-22,544.66,Completed
101811,92,2026-04-24,658.56,Completed
101812,779,2025-05-27,553.86,Completed
101813,79,2024-09-22,825.3,Completed
101814,505,2025-05-04,759.94,Completed
101815,823,2026-05-22,1373.21,Completed
101816,124,2024-06-24,3138.1,Completed
101817,353,2026-04-04,2704.73,Completed
101818,504,2026-08-26,1201.22,Completed
101819,929,2026-03-08,1270.59,Completed
101820,375,2025-10-03,6651.16,Completed
101821,118,2025-02-02,2649.57,Pending
101822,129,2026-04-11,2013.85,Completed
101823,195,2024-06-05,1947.92,Completed
101824,874,2026-01-09,1491.49,Completed
101825,777,2025-01-25,6618.22,Completed
101826,415,2025-05-04,1591.04,Completed
101827,858,2025-03-26,1983.43,Completed
101828,923,2024-01-10,616.35,Completed
101829,876,2026-08-18,1190.23,Cancelled
101830,7,2025-10-10,1258.37,Completed
101831,99,2025-08-06,2469.16,Cancelled
101832,731,2024-04-08,1087.51,Completed
101833,375,2026-01-27,1857.42,Completed
101834,158,2026-07-24,1213.68,Completed
101835,648,2026-03-03,880.18,Cancelled
101836,348,2024-08-30,857.23,Completed
101837,923,2024-06-25,1608.14,Completed
101838,577,2024-12-23,1924.71,Completed
101839,237,2024-01-22,1587.03,Pending
101840,937,2025-06-20,1047.52,Completed
101841,603,2025-03-21,1645.83,Completed
101842,290,2025-05-04,1459.4,Pending
101843,141,2026-08-21,914.45,Cancelled
101844,553,2025-09-29,1899.88,Completed
101845,752,2025-02-09,5838.65,Completed
101846,845,2026-02-01,1633.23,Completed
101847,126,2024-12-25,696.34,Pending
101848,427,2026-01-07,4675.52,Completed
101849,1000,2026-06-26,4075.18,Completed
101850,662,2026-06-02,4567.33,Completed
101851,92,2025-05-19,1751.28,Pending
101852,922,2025-04-02,1081.64,Completed
101853,684,2025-01-21,1007.35,Completed
101854,453,2025-06-03,3779.46,Completed
101855,782,2026-06-29,5112.09,Pending
101856,650,2026-04-30,989.6,Cancelled
101857,256,2025-08-13,349.84,Completed
101858,803,2024-10-01,1779.31,Completed
101859,252,2025-01-01,1000.02,Completed
101860,226,2024-08-27,1136.63,Completed
101861,598,2024-06-30,1541.79,Completed
101862,22,2024-01-09,2349.5,Completed
101863,633,2026-01-22,1083.46,Completed
101864,550,2025-12-19,1966.46,Completed
101865,725,2024-06-23,1658.29,Completed
101866,159,2025-10-31,402.25,Pending
101867,580,2024-06-09,2565.16,Completed
101868,435,2024-09-26,1342.63,Completed
101869,173,2024-09-08,791.58,Completed
101870,444,2024-05-06,1122.87,Completed
101871,929,2025-12-10,2053.85,Completed
101872,831,2024-02-11,1854.91,Cancelled
101873,166,2025-01-29,2736.47,Completed
101874,855,2025-04-19,2390.65,Pending
101875,564,2025-07-15,840.5,Completed
101876,49,2024-07-07,263.81,Completed
101877,924,2025-04-03,1947.17,Cancelled
101878,523,2026-02-10,2712.59,Completed
101879,918,2024-12-30,1578.06,Completed
101880,98,2026-07-13,2765.38,Completed
101881,167,2025-02-22,938.68,Completed
101882,907,2026-01-25,1437.46,Completed
101883,237,2024-04-21,989.47,Completed
101884,549,2026-04-08,2832.13,Completed
101885,604,2025-04-11,996.03,Completed
101886,951,2026-08-22,6866.73,Completed
101887,330,2025-11-12,1298.86,Completed
101888,759,2025-12-21,3024.07,Completed
101889,736,2024-05-24,1309.76,Completed
101890,702,2025-07-06,4294.09,Completed
101891,520,2025-12-19,4189.02,Completed
101892,73,2026-02-27,1458.4,Completed
101893,264,2025-01-01,2151.88,Completed
101894,559,2025-07-02,4120.02,Completed
101895,408,2024-06-17,2193.73,Completed
101896,182,2025-02-24,989.37,Completed
101897,690,2025-04-08,1883.87,Cancelled
101898,454,2024-02-01,1106.77,Cancelled
101899,789,2026-06-10,1985.62,Completed
101900,548,2025-09-17,1078.89,Completed
101901,361,2024-06-27,2293.57,Cancelled
101902,108,2026-05-23,562.75,Completed
101903,104,2025-11-03,868.05,Completed
101904,503,2025-11-05,1074.86,Completed
101905,346,2026-06-26,1621.98,Completed
101906,722,2025-01-28,673.64,Completed
101907,633,2024-12-11,1013.63,Cancelled
101908,280,2025-08-23,2984.9,Completed
101909,764,2026-05-14,3225.04,Pending
101910,564,2026-03-02,346.78,Completed
101911,887,2026-02-04,1229.25,Cancelled
101912,955,2026-01-13,4122.38,Cancelled
101913,963,2024-02-04,2313.38,Completed
101914,125,2025-04-22,2345.65,Completed
101915,528,2024-12-12,2597.33,Completed
101916,33,2024-12-17,965.11,Completed
101917,888,2026-04-12,2068.67,Completed
101918,704,2025-01-21,2445.9,Completed
101919,260,2026-03-25,1929.75,Cancelled
101920,609,2026-06-02,1393.65,Completed
101921,558,2025-03-18,1744.61,Completed
101922,542,2024-06-14,857.87,Completed
101923,536,2025-11-10,2683.14,Completed
101924,983,2026-04-19,708.09,Pending
101925,773,2025-01-30,1058.89,Completed
101926,399,2024-07-09,2803.72,Completed
101927,777,2025-05-21,2173.75,Cancelled
101928,139,2026-08-12,1314.02,Completed
101929,281,2025-05-18,591.37,Cancelled
101930,117,2025-03-12,1746.83,Completed
101931,892,2025-03-04,1195.03,Completed
101932,28,2025-12-14,2459.75,Completed
101933,897,2024-11-27,1286.57,Completed
101934,840,2025-12-10,576.87,Completed
101935,951,2026-08-17,732.25,Cancelled
101936,769,2026-01-21,1363.75,Cancelled
101937,451,2026-06-22,1931.86,Cancelled
101938,820,2026-02-07,844.73,Pending
101939,988,2026-03-31,1099.41,Cancelled
101940,899,2024-02-08,3012.87,Completed
101941,789,2024-12-09,3702.68,Completed
101942,770,2024-09-22,2154.98,Cancelled
101943,654,2026-04-19,1495.58,Pending
101944,897,2024-08-11,1201.86,Completed
101945,427,2026-07-30,2555.59,Completed
101946,496,2025-11-10,1465.43,Completed
101947,852,2024-04-30,3273.53,Cancelled
101948,261,2025-10-26,3387.29,Pending
101949,768,2024-11-29,2349.82,Completed
101950,110,2024-10-16,1302.56,Pending
101951,586,2026-08-25,1369.62,Completed
101952,39,2026-02-11,618.4,Completed
101953,998,2026-01-12,1739.44,Cancelled
101954,851,2024-10-30,1704.7,Pending
101955,247,2025-10-06,735.21,Completed
101956,150,2024-11-29,8368.6,Pending
101957,642,2025-08-09,2584.02,Cancelled
101958,907,2025-01-23,1042.37,Cancelled
101959,312,2025-08-16,6841.53,Cancelled
101960,963,2025-12-25,1303.89,Completed
101961,451,2024-11-02,3087.95,Completed
101962,435,2024-01-12,1905.51,Completed
101963,332,2024-04-04,1333.28,Completed
101964,269,2026-05-31,1445.96,Completed
101965,327,2026-07-22,4579.59,Completed
101966,171,2025-11-04,3181.45,Completed
101967,371,2024-04-14,1662.34,Completed
101968,285,2025-07-24,474.77,Completed
101969,58,2025-02-24,2193.86,Completed
101970,354,2024-08-18,800.58,Completed
101971,43,2025-01-04,2554.54,Completed
101972,179,2026-02-03,1131.62,Completed
101973,731,2026-08-27,1211.26,Cancelled
101974,29,2026-04-29,1188.9,Completed
101975,303,2024-07-17,3494.26,Completed
101976,683,2025-05-03,571.04,Pending
101977,25,2025-05-28,2907.61,Completed
101978,743,2024-10-11,2248.54,Completed
101979,82,2025-02-27,1716.99,Completed
101980,57,2025-01-05,1345.22,Completed
101981,193,2024-03-08,2469.46,Completed
101982,869,2025-02-09,1352.25,Cancelled
101983,51,2024-12-20,1344.32,Completed
101984,99,2024-10-24,1876.16,Pending
101985,949,2025-08-20,5504.84,Completed
101986,613,2025-11-23,673.29,Pending
101987,568,2024-02-15,2492.4,Completed
101988,44,2024-11-28,1640.19,Completed
101989,391,2024-01-31,1559.55,Completed
101990,576,2026-03-10,667.15,Completed
101991,531,2026-06-21,574.95,Completed
101992,519,2025-03-27,2245.08,Cancelled
101993,112,2026-07-08,788.77,Completed
101994,989,2025-09-03,3484.86,Completed
101995,703,2026-04-25,930.05,Completed
101996,240,2026-07-11,2575.19,Completed
101997,970,2025-07-25,1237.82,Completed
101998,295,2025-03-10,1199.84,Completed
101999,129,2025-12-22,993.8,Cancelled
102000,899,2024-06-14,2391.01,Completed
102001,152,2024-10-15,2865.97,Pending
102002,62,2025-06-19,1466.22,Completed
102003,629,2025-04-28,2643.41,Completed
102004,262,2026-04-12,1814.81,Completed
102005,152,2026-01-31,756.19,Completed
102006,102,2026-05-17,2302.13,Completed
102007,125,2026-04-16,1480.59,Completed
102008,963,2024-11-19,329.06,Completed
102009,671,2025-11-24,1396.24,Cancelled
102010,852,2024-12-27,598.7,Pending
102011,620,2026-08-03,808.39,Completed
102012,542,2024-06-20,1531.07,Completed
102013,213,2024-09-18,1714.11,Completed
102014,968,2026-07-05,1046.03,Completed
102015,830,2024-08-20,2535.86,Completed
102016,527,2025-08-25,1670.88,Completed
102017,104,2024-10-10,1366.43,Completed
102018,764,2024-10-03,1851.51,Completed
102019,323,2025-10-14,3939.58,Pending
102020,206,2026-02-12,444.89,Completed
102021,744,2024-08-14,4189.06,Completed
102022,846,2026-08-14,1205.59,Completed
102023,616,2024-03-27,1084.9,Completed
102024,76,2024-04-07,1385.93,Completed
102025,601,2026-08-09,1011.49,Completed
102026,923,2024-02-23,915.34,Completed
102027,685,2024-11-02,3121.22,Completed
102028,263,2024-04-27,1996.87,Completed
102029,648,2024-08-04,517.52,Completed
102030,246,2024-03-13,2789.77,Completed
102031,882,2024-12-15,2537.74,Pending
102032,855,2024-10-14,685.78,Cancelled
102033,568,2024-06-03,2023.76,Completed
102034,135,2025-11-30,2694.16,Completed
102035,398,2024-02-04,634.44,Completed
102036,120,2025-04-06,2166.74,Pending
102037,769,2024-10-24,1160.64,Completed
102038,680,2025-09-24,2560.52,Completed
102039,257,2024-11-24,981.1,Completed
102040,865,2025-04-04,3543.96,Completed
102041,764,2026-02-28,1536.47,Pending
102042,939,2024-05-20,1206.96,Completed
102043,277,2025-02-27,1125.41,Completed
102044,173,2025-06-30,3176.88,Pending
102045,473,2025-12-17,1124.94,Completed
102046,263,2025-06-06,3586.14,Completed
102047,746,2025-12-16,2067.85,Completed
102048,421,2026-02-13,731.35,Completed
102049,629,2026-02-06,1830.65,Completed
102050,170,2025-08-21,1855.67,Completed
102051,86,2026-06-12,716.04,Completed
102052,940,2024-01-23,1809.72,Completed
102053,440,2025-04-30,2560.5,Completed
102054,138,2026-02-19,3747.49,Completed
102055,820,2024-04-11,3642.26,Completed
102056,130,2026-03-07,8505.03,Completed
102057,998,2024-02-07,1800.68,Completed
102058,381,2026-02-04,2579.92,Completed
102059,461,2024-06-30,1213.77,Completed
102060,257,2025-10-11,6125.96,Completed
102061,86,2026-03-17,1008.72,Pending
102062,406,2026-03-03,5949.4,Completed
102063,358,2025-07-12,5473.38,Cancelled
102064,441,2026-06-02,1080.7,Completed
102065,482,2024-05-16,3530.36,Cancelled
102066,633,2024-08-18,2422.16,Cancelled
102067,75,2024-05-09,1377.12,Cancelled
102068,354,2025-11-30,1647.91,Completed
102069,872,2026-05-17,2139.02,Completed
102070,954,2026-06-24,2275.51,Completed
102071,536,2025-05-20,4754.12,Completed
102072,358,2024-05-08,2609.3,Completed
102073,412,2024-06-16,1091.3,Cancelled
102074,787,2025-09-01,2918.7,Completed
102075,394,2026-05-22,577.99,Completed
102076,946,2026-08-19,1400.05,Cancelled
102077,31,2025-12-02,1490.45,Completed
102078,608,2026-05-07,2761.27,Cancelled
102079,517,2025-04-09,5690.56,Completed
102080,444,2024-07-09,2073.6,Completed
102081,468,2025-03-28,1423.19,Completed
102082,158,2024-04-06,1143.28,Pending
102083,339,2025-10-16,3097.4,Completed
102084,346,2024-11-16,1585.89,Pending
102085,660,2024-11-25,1297.84,Completed
102086,600,2024-01-03,3340.51,Completed
102087,408,2026-08-30,3849.01,Completed
102088,516,2025-02-19,964.84,Completed
102089,570,2026-02-02,680.46,Completed
102090,49,2025-05-20,1689.15,Completed
102091,892,2025-09-15,857.81,Completed
102092,899,2025-03-31,784.82,Completed
102093,355,2025-10-30,915.17,Cancelled
102094,765,2024-07-13,3553.85,Completed
102095,395,2026-08-27,2747.08,Completed
102096,68,2025-02-20,8891.96,Completed
102097,873,2024-01-11,1185.91,Completed
102098,265,2026-07-15,4272.42,Completed
102099,350,2024-01-23,2480.84,Pending
102100,576,2025-04-04,1253.74,Completed
102101,433,2026-02-02,1636.32,Pending
102102,264,2024-12-26,1249.88,Cancelled
102103,808,2024-07-22,2129.65,Completed
102104,349,2024-08-22,3418.3,Completed
102105,593,2025-10-28,1416.54,Completed
102106,667,2025-07-12,3124.38,Completed
102107,937,2025-05-04,4112.73,Completed
102108,472,2025-05-15,4753.27,Completed
102109,464,2024-11-06,839.77,Completed
102110,918,2026-06-28,1743.4,Completed
102111,472,2024-08-13,2854.56,Completed
102112,292,2026-03-25,888.17,Completed
102113,46,2026-01-25,768.41,Completed
102114,315,2024-01-07,1769.36,Completed
102115,194,2024-06-15,1376.25,Completed
102116,297,2025-06-21,1609.24,Completed
102117,537,2024-06-03,1325.0,Completed
102118,522,2026-04-09,7328.1,Pending
102119,184,2025-03-06,1333.38,Completed
102120,458,2026-03-25,2633.85,Completed
102121,447,2024-04-26,2521.55,Completed
102122,46,2024-01-24,600.53,Completed
102123,279,2025-09-16,4668.16,Completed
102124,728,2026-02-19,2703.52,Cancelled
102125,25,2026-08-23,1993.33,Completed
102126,294,2026-02-05,3579.12,Completed
102127,468,2025-12-28,1744.95,Completed
102128,166,2024-02-26,3193.26,Cancelled
102129,648,2025-08-09,531.66,Completed
102130,719,2025-11-25,3062.34,Completed
102131,332,2025-01-18,2028.2,Completed
102132,228,2026-08-30,2048.91,Completed
102133,781,2026-08-19,1041.12,Cancelled
102134,211,2026-04-12,1561.35,Completed
102135,146,2026-05-06,1531.9,Completed
102136,37,2025-07-06,858.44,Completed
102137,91,2026-03-09,2272.05,Completed
102138,879,2024-03-10,5004.57,Completed
102139,938,2024-08-11,714.59,Completed
102140,545,2025-10-08,2475.51,Completed
102141,925,2024-04-30,1369.58,Completed
102142,708,2026-03-02,1270.54,Completed
102143,403,2024-06-22,1889.63,Completed
102144,716,2024-12-05,1908.34,Completed
102145,417,2024-09-08,2029.58,Cancelled
102146,963,2025-06-10,863.06,Completed
102147,861,2024-03-20,3655.52,Completed
102148,854,2026-03-01,1897.48,Completed
102149,529,2026-05-14,2647.92,Completed
102150,516,2025-12-27,3964.09,Completed
102151,117,2024-06-29,516.36,Completed
102152,654,2024-10-09,2711.73,Completed
102153,113,2024-08-08,1617.8,Cancelled
102154,537,2025-08-08,3490.54,Cancelled
102155,129,2026-05-14,1069.21,Completed
102156,470,2026-05-05,3306.08,Pending
102157,786,2026-07-21,906.68,Completed
102158,300,2025-11-01,2337.84,Completed
102159,604,2024-08-03,2165.29,Completed
102160,258,2025-01-22,1627.04,Completed
102161,293,2024-10-13,920.29,Completed
102162,181,2024-03-02,1416.42,Completed
102163,162,2026-02-17,3279.36,Completed
102164,365,2025-07-16,4734.33,Completed
102165,123,2026-08-02,6410.84,Completed
102166,897,2026-03-29,2535.03,Pending
102167,747,2025-09-24,2119.57,Cancelled
102168,218,2024-02-12,2409.9,Completed
102169,892,2025-03-06,6304.88,Completed
102170,357,2025-04-07,2524.87,Completed
102171,529,2025-10-18,1904.98,Completed
102172,699,2025-07-05,1505.07,Completed
102173,777,2026-01-29,1622.43,Completed
102174,12,2024-01-22,2313.93,Completed
102175,279,2024-04-19,1104.45,Cancelled
102176,329,2026-07-15,1197.94,Cancelled
102177,586,2025-02-27,1726.86,Completed
102178,880,2026-03-11,1341.84,Cancelled
102179,432,2026-04-14,2652.5,Completed
102180,457,2024-04-27,2789.43,Pending
102181,87,2025-11-17,2134.9,Completed
102182,523,2024-06-18,2474.94,Completed
102183,479,2024-05-29,1942.98,Completed
102184,638,2024-08-25,153.02,Completed
102185,855,2026-01-04,1018.65,Cancelled
102186,567,2024-03-31,2850.69,Cancelled
102187,54,2025-10-11,1043.47,Completed
102188,824,2025-01-05,3138.69,Cancelled
102189,471,2024-09-14,3255.5,Completed
102190,479,2024-08-21,1514.7,Completed
102191,881,2024-11-30,1226.22,Completed
102192,592,2024-12-05,1811.26,Cancelled
102193,794,2024-11-01,1749.24,Completed
102194,887,2025-05-19,2705.64,Completed
102195,485,2026-08-24,393.0,Completed
102196,982,2025-03-15,1116.99,Cancelled
102197,170,2024-06-27,932.14,Completed
102198,879,2025-08-18,350.25,Completed
102199,859,2026-03-18,1304.94,Completed
102200,100,2025-08-06,679.12,Completed
102201,153,2025-05-31,1399.23,Completed
102202,41,2025-10-12,1310.77,Completed
102203,274,2026-05-06,2416.89,Completed
102204,992,2024-03-15,1529.86,Cancelled
102205,123,2026-08-13,599.5,Pending
102206,38,2026-05-19,2254.74,Completed
102207,452,2026-07-24,8677.34,Completed
102208,346,2025-04-29,3620.41,Completed
102209,631,2026-04-11,2799.08,Completed
102210,609,2024-03-20,1585.25,Completed
102211,835,2025-02-06,1308.26,Completed
102212,411,2026-05-05,1250.57,Completed
102213,454,2024-09-20,2104.77,Completed
102214,27,2026-01-12,860.22,Completed
102215,971,2024-11-06,2077.18,Cancelled
102216,209,2025-07-27,1169.32,Pending
102217,598,2025-09-27,590.6,Completed
102218,888,2026-05-04,1158.65,Completed
102219,606,2024-11-28,4059.52,Completed
102220,627,2026-02-05,1969.41,Cancelled
102221,173,2025-02-27,178.83,Completed
102222,710,2025-01-17,1161.75,Completed
102223,187,2024-03-18,3237.84,Completed
102224,692,2024-03-15,1482.68,Completed
102225,577,2026-01-20,2530.08,Cancelled
102226,481,2024-04-11,1392.15,Cancelled
102227,725,2024-04-18,2028.6,Completed
102228,723,2024-06-29,1841.77,Completed
102229,201,2024-11-23,1182.89,Completed
102230,369,2024-06-07,2609.74,Completed
102231,477,2025-07-28,4870.94,Completed
102232,151,2026-03-10,2311.29,Completed
102233,349,2025-05-31,1925.84,Completed
102234,44,2025-10-09,1040.52,Completed
102235,432,2026-05-19,3312.24,Completed
102236,203,2026-05-20,1291.24,Completed
102237,219,2025-10-02,2591.49,Cancelled
102238,825,2024-03-07,2953.2,Completed
102239,139,2026-02-06,3420.09,Completed
102240,120,2026-01-07,3461.73,Completed
102241,312,2024-10-22,3381.3,Completed
102242,27,2024-06-06,795.52,Completed
102243,877,2024-05-08,1029.82,Cancelled
102244,987,2024-09-25,737.62,Completed
102245,811,2025-12-24,706.03,Completed
102246,805,2026-07-09,4851.26,Completed
102247,101,2024-05-29,948.32,Completed
102248,553,2025-02-07,865.49,Completed
102249,88,2026-03-22,1735.81,Completed
102250,294,2024-03-24,1108.38,Completed
102251,485,2026-07-06,7830.48,Completed
102252,681,2024-01-18,1506.91,Completed
102253,274,2024-10-02,2404.04,Completed
102254,253,2024-02-01,1083.81,Completed
102255,831,2026-01-10,611.07,Completed
102256,222,2025-02-19,1120.89,Completed
102257,478,2025-03-01,1128.74,Completed
102258,282,2025-06-15,1123.61,Completed
102259,862,2024-10-17,636.19,Completed
102260,532,2026-01-06,1966.46,Completed
102261,108,2025-02-23,1446.1,Completed
102262,147,2026-02-13,660.7,Completed
102263,970,2025-09-21,1928.73,Completed
102264,942,2025-10-18,2954.23,Completed
102265,770,2026-08-19,3920.86,Completed
102266,79,2025-05-07,373.29,Completed
102267,736,2024-10-18,1119.3,Completed
102268,662,2025-12-09,738.44,Pending
102269,942,2025-11-17,1177.96,Completed
102270,478,2025-04-15,4438.63,Completed
102271,464,2024-11-21,1121.98,Completed
102272,635,2026-06-24,1321.82,Pending
102273,148,2024-09-01,1050.1,Completed
102274,751,2024-03-17,5179.16,Completed
102275,490,2025-09-06,403.71,Completed
102276,185,2024-03-20,1253.76,Completed
102277,823,2026-01-10,1025.46,Completed
102278,262,2026-03-30,588.03,Completed
102279,868,2025-11-29,3684.85,Completed
102280,270,2024-08-17,557.53,Completed
102281,480,2026-07-06,1335.29,Completed
102282,431,2024-03-27,1710.2,Cancelled
102283,737,2024-04-14,1104.83,Completed
102284,183,2024-10-22,583.05,Completed
102285,245,2025-06-10,1613.52,Completed
102286,190,2025-11-22,1097.02,Completed
102287,228,2024-10-09,3044.72,Completed
102288,446,2026-06-09,2517.48,Completed
102289,588,2026-03-05,6369.79,Completed
102290,872,2024-08-12,1933.38,Completed
102291,418,2024-03-01,2640.06,Completed
102292,407,2025-11-13,1425.44,Cancelled
